parigi aprile parigi aprile scrittore francese membro occupare seggio numero nipote scrittore joseph scrivere musica usare resistenza francese guerra mondiale vincere prix romanzo les eleggere dicembre georges notorietà serie romanzo storico pubblicare cinquanta xx secolo les re pierre deputato parigi lista morire età aprile parigi	train	<http://dbpedia.org/ontology/Person>
atp buenos aires torneo tennis giocare terra rosso edizione torneo nabisco grand prix giocare buenos aires argentina febbraio marzo	train	<http://dbpedia.org/ontology/Event>
paolo roma agosto giornalista politico italiano eleggere xvi deputato popolo libertà precedenza partito socialista italiano italia partito passare opposizione aderire partito liberale italiano polo nazione febbraio annunciare ingresso parlamentare iniziativa responsabile qualità indipendente liberale maggio aderire iniziativa liberale sino xvi elezione europeo nuovamente italia critico	train	<http://dbpedia.org/ontology/Person>
sicilia classic torneo professionistico tennis terra battuto atp challenger tour giocare annualmente italia edizione campo country time club terzo tennis tennis disputare campionato internazionale sicilia torneo entrare atp tour country time club tenere internazionale wta tour	train	<http://dbpedia.org/ontology/Event>
live dead album live doppio pubblicare dead warner bros	train	<http://dbpedia.org/ontology/Work>
comune uniti america situare contea jackson	train	<http://dbpedia.org/ontology/Place>
artificiale apertura artificiale venire utilizzare inserire apertura	train	<http://dbpedia.org/ontology/Organisation>
cittadina abitante censimento sito valle centro occidentale messico comunità popolazione nonché sede comune omonimo sede base militare fanteria cittadina situare orientale madre occidentale metro livello mare base economia locale superficie intero comune km² contare popolazione abitante vivere area metropolitano chicago illinois uniti america chicago numeroso comunità messicano significativo numero	train	<http://dbpedia.org/ontology/Place>
cinese the serie televisivo britannico episodio trasmettere corso stagione serie londra incentrare affrontare origine cinese cinese dramma televisivo britannico protagonista britannico cinese	train	<http://dbpedia.org/ontology/Work>
josé ottobre novembre politico presidente gennaio febbraio gennaio marzo guerra indipendenza mandato costituzione membro partito liberale morte politico	train	<http://dbpedia.org/ontology/Person>
nome completo de maggio calciatore brasiliano ruolo centrocampista campione brasiliano fratello calciatore	train	<http://dbpedia.org/ontology/Person>
settembre politico austriaco appartenere partito popolare austriaco ricoprire incarico austria finanza dicembre aprile precedentemente febbraio dicembre alfred novembre occasione congresso nominare presidente partito popolare austriaco ampio maggioranza delegato marzo aprile abbandonare incarico politico ritirare privato nipote	train	<http://dbpedia.org/ontology/Person>
comune spagnolo abitante situare comunità autonomo aragona appartenere denominare aragona lingua occidentale chiaro influenza	train	<http://dbpedia.org/ontology/Organisation>
università inglese university of istituzione cattolico statunitense situare presso south fondare john padre edward francese santa nome ufficiale scuola the university of du campus universitario coprire area km² contenere interno lago edificio università considerare college prestigioso ambito uniti university of rivista accademico of	train	<http://dbpedia.org/ontology/Organisation>
satellite statunitense appartenere programma compito studiare	train	<http://dbpedia.org/ontology/Event>
open torneo tennis giocare sintetico indoor edizione open categoria world series ambito atp tour giocare marsiglia francia febbraio febbraio	train	<http://dbpedia.org/ontology/Event>
torneo lotta libero gioco olimpico estivo pechino svoltare agosto presso università cina partecipare competizione atleta olimpico settembre medaglia argento assegnare ucraino analisi campione occasione olimpiade argento giapponese originariamente vincitore bronzo bronzo	train	<http://dbpedia.org/ontology/Event>
contea cina situare provincia amministrare prefettura	train	<http://dbpedia.org/ontology/Place>
settembre roma agosto giornalista scrittore politico televisivo italiano	train	<http://dbpedia.org/ontology/Person>
femminile ebraico sito melbourne australia gestire movimento amministrare dedicare madre	train	<http://dbpedia.org/ontology/Organisation>
abitante censimento contea costa meridionale regno unito importante porto navale secolo area metropolitano almeno abitante isola chiamare isola manica isola separare continente nord stretto ponte penisola porto ovest isola baia porto est nord sud acqua isola includere distretto north end town porto importanza porto militare rimare militare importante royal navy marina reale inglese porto commerciale destinare trasporto passeggero continente sviluppo datare	train	<http://dbpedia.org/ontology/Place>
tennis tour torneo professionistico tennis maschile giocare terra battuto atp challenger tour giocare marocco febbraio	train	<http://dbpedia.org/ontology/Event>
america canzone comporre cantante statunitense james pubblicare singolo raggiungere quarto billboard hot restare top settimana arrivare quinto official singles chart unico singolo james entrare top regno unito trattare successo cantante decennio nonché carriera canzone nominare miglior canzone grammy awards brano noto film iv venire cantare james ingresso match canzone inserire colonna sonoro film album versione minuto canzone nuovamente registrare autore album	train	<http://dbpedia.org/ontology/Work>
club de società calcistico spagnolo sede castiglia león giocare división quarto serie campionato spagnolo	train	<http://dbpedia.org/ontology/Organisation>
town football club noto town società calcistico inglese sede fondare milita national league quinto livello campionato inglese calcio	train	<http://dbpedia.org/ontology/Organisation>
re figlio venire nominare re fortemente sconfiggere uccidere	train	<http://dbpedia.org/ontology/Person>
tennis masters cup torneo tennis indoor disputare shanghai cina novembre campo sintetico indoor forest sports city arena trattare edizione riguardare torneo singolare riguardare doppio	train	<http://dbpedia.org/ontology/Event>
club atlético vista conoscere semplicemente vista squadra calcio sede	train	<http://dbpedia.org/ontology/Organisation>
eclissi solare agosto evento astronomico suddetto attorno utc eclissi tipo visibile parto australia nuova zelanda nuova guinea oceano pacifico eclissi durare minuto lunare superficie terrestre raggiungere km evento agosto eclissi solare xx secolo precedente eclissi solare verificare marzo avvenire febbraio	train	<http://dbpedia.org/ontology/Event>
an der comune austriaco abitante distretto gennaio inglobare comune	train	<http://dbpedia.org/ontology/Place>
jazz album discografico jazz statunitense pubblicare etichetta records	train	<http://dbpedia.org/ontology/Work>
comune italiano abitante provincia situare centro meridionale distare km capoluogo km	train	<http://dbpedia.org/ontology/Place>
aragona spagnolo portoghese latino luglio barcellona ottobre regina aragona barcellona figlio contea barcellona regno aragona sino morte	train	<http://dbpedia.org/ontology/Person>
salto programma maschile atletica leggero giochi olimpiade competizione svoltare luglio stadio mosca	train	<http://dbpedia.org/ontology/Event>
area urbano svezia situare comune contea popolazione rilevare censimento abitante	train	<http://dbpedia.org/ontology/Place>
first riferimento singolo boy band sudcoreano big pubblicare entertainment agosto brano principale presente singolo singolo riuscire rimanere classifica	train	<http://dbpedia.org/ontology/Work>
villaggio uniti america situare illinois contea st	train	<http://dbpedia.org/ontology/Place>
force ufficialmente st st conoscere group corpo speciale operazione esercito uniti funzione principale lotta dipendente comando operazione command quartiere carolina nord assieme marina uniti formare componente statunitense	train	<http://dbpedia.org/ontology/Organisation>
of love singolo cantante statunitense jackson pubblicare estrarre album	train	<http://dbpedia.org/ontology/Work>
rete rete servire francese comporre linea	train	<http://dbpedia.org/ontology/Organisation>
elezione presidenziale svolgere marzo risultato vittoria presidente carica ricevere voto occidentale ritenere elezione organizzazione sicurezza europa dichiarare elezione rispettare elezione democratico elettorale comunità descrivere voto aperto	train	<http://dbpedia.org/ontology/Event>
open torneo tennis giocare terra rosso categoria atp world tour series ambito atp world tour edizione open disputare mare cile febbraio	train	<http://dbpedia.org/ontology/Event>
pro indoor torneo tennis giocato sintetico indoor edizione pro indoor world championship tennis giocare filadelfia pennsylvania uniti gennaio	train	<http://dbpedia.org/ontology/Event>
comune francese abitante situare dipartimento regione grand est	train	<http://dbpedia.org/ontology/Place>
gold beach nome codice usare alleato identificare cinque spiaggia avvenire sbarco normandia operazione giugno spiaggia postare beach assegnare divisione fanteria britannico comandare divisione corazzato entrambe divisione appartenere armata britannico comandare spiaggia suddividere settore chiamare ovest est divisare sezione green red king sezione green red quarto settore chiamare zona sbarco spiaggia estendere km fanteria settore settore king fronte sur royal divisione durata sbarco assegnare settore	train	<http://dbpedia.org/ontology/Event>
agosto maggio calciatore olandese ruolo centrocampista	train	<http://dbpedia.org/ontology/Person>
classic torneo tennis giocato cemento edizione classic categoria tier iv ambito wta tour giocare auckland nuova zelanda gennaio gennaio	train	<http://dbpedia.org/ontology/Event>
gara metro piano giochi iii olimpiade tenere agosto francis washington university saint louis	train	<http://dbpedia.org/ontology/Event>
clube josé noto josé de porto josé semplicemente josé società calcistico brasiliano sede porto	train	<http://dbpedia.org/ontology/Organisation>
dialetto comune italiano abitante valle provincia lombardia comune abitato principale aggiungere	train	<http://dbpedia.org/ontology/Place>
finlandese intendere colpo tentare movimento finlandese febbraio membro armato milizia interrompere partito socialdemocratico chiedere politica capo aderire rivolta leader movimento venire rivolta venire armato artiglieria marzo presidente repubblica radio chiedere tornare rivolta movimento venire mettere legge	train	<http://dbpedia.org/ontology/Event>
contea dodici local government regione south west australia occidentale essa estendere superficie chilometro popolazione abitante	train	<http://dbpedia.org/ontology/Place>
town football club noto town società calcistico inglese sede west milita championship serie campionato inglese calcio divenire club inglese vincere consecutivo impresa riuscire club vincere guida portare vittoria cup squadra comprendere ray first division massimo serie inglese subire inaugurare periodo squadra riuscire tornare divisione vivere premier league	train	<http://dbpedia.org/ontology/Organisation>
charles novembre agosto ammiraglio inglese entrare royal navy luglio servire pacifico tornare patria specializzare esperto artiglieria guerra mondiale servire elizabeth partecipare campagna ottobre tornare regno unito ammiraglio john comandante capo grand battaglia nave	train	<http://dbpedia.org/ontology/Person>
one on earth album studio death metal olandese pubblicare century media records	train	<http://dbpedia.org/ontology/Work>
guerra comune brasile rio do mesoregione microregione do	train	<http://dbpedia.org/ontology/Place>
rivolta nero origine africano svoltare sud regione numerosi proprietario regione fratello acquistare centinaio provenire africa orientale lavorare terra rendere fiume chilometro oceano indiano corso acqua chiamare arabi lingua arabo rendere impostare letteralmente vero servire settembre quarto figlia riuscire diverso centinaio centrale basato estremo condizione libertà successo movimento condizione decidere rivolta seguire semplicemente nome ideale islam acquistare rapidamente vigore unire rivolta ribelle battaglia lotta anima elemento militare turco contemporaneo costruire canale caratterizzare regione chiamare conquistare numerose importante porto attivo golfo affidare fratello sostegno formare esercito contingente armato anch esso sconfiggere aprile ribelle popolazione offensiva organizzare portare precedenza truppa inviare infine rivolta tornare testa ciò nero sostituire ottenere commercio	train	<http://dbpedia.org/ontology/Event>
esercito afghanistan national army inglese arma terrestre armato ministero difesa gran guida usa divisare corpo armata nord attuale esercito inizio xviii secolo dinastia venire fondare venire regno guerra mondiale esercito venire germania afghanistan rimanere sessanta esercito venire unione esercito milizia regionale comando guerra locale caduta avvenire esercito riprendere aiuto uniti america dollaro militare struttura aiuto genere gran arma giungere usa assalto aiuto costruzione quartiere centrale centro afghanistan passare controllo svolgere ruolo supporto formazione venire svoltare presso soldato	train	<http://dbpedia.org/ontology/Organisation>
de società cestistico sede porto fondare giocare campionato disputare partita interno capacità spettatore	train	<http://dbpedia.org/ontology/Organisation>
boston giugno marzo poeta editore statunitense personaggio chiave storia americano metà xx secolo noto pubblicazione rivista	train	<http://dbpedia.org/ontology/Person>
the your brano musicale blues pubblicare singolo estrarre album boy comporre chitarrista	train	<http://dbpedia.org/ontology/Work>
love war album studio uscire etichetta discografico records	train	<http://dbpedia.org/ontology/Work>
conoscere acronimo compagnia aereo spagnolo fondare repubblica spagnolo precedente aeroporto madrid barcellona venire stabilire creare regolare aeroporto inaugurare aereo internazionale francia portogallo	train	<http://dbpedia.org/ontology/Organisation>
scuola secondario pubblico sede los angeles california basato progetto architetto richard chiamare onore autore statunitense direttore	train	<http://dbpedia.org/ontology/Organisation>
formazione alternativo metal post provenire san california formare firmare contratto the music company etichetta discografico batterista venire pubblicare disco esordio raggiungere classifica billboard partecipare festival organizzare cantante uscire capitolo discografico album vedere batterista paul uscire breve sciogliere membro cantante chitarrista suonare	train	<http://dbpedia.org/ontology/Organisation>
acronimo italiano compagnia televisione canale televisivo comunità belgio appartenere	train	<http://dbpedia.org/ontology/Organisation>
salto sci xv gioco olimpico invernale disputare gara riservare atleta maschile inserire programma olimpico gara squadra inserire edizione	train	<http://dbpedia.org/ontology/Event>
maggio giugno calciatore allenatore calcio svizzero ruolo portiere	train	<http://dbpedia.org/ontology/Person>
terzo edizione omonimo pay view produrre world wrestling federation svolgere ottobre arena	train	<http://dbpedia.org/ontology/Event>
ii turco appartenere dinastia figlio ii padre figlio stabilire fratello fratello trono ii politico estero estendere inizialmente confronto regno georgia ii conquistare capitale ormai aprire armata venire sconfiggere ii succedere figlio iii tornare trono	train	<http://dbpedia.org/ontology/Person>
de comune francese abitante situare dipartimento regione nuova aquitania	train	<http://dbpedia.org/ontology/Place>
dipartimento porto spagnolo de de governativo responsabile secondario carattere pubblico amministrazione de riguardare studente docente istituto maggio fronte costringere chiudere de governativo nonché istituto pubblico	train	<http://dbpedia.org/ontology/Organisation>
klub noto carattere клуб società calcistico femminile macedone sede	train	<http://dbpedia.org/ontology/Organisation>
klub russo клуб fc società calcistico russo essa militare serie campionato russo calcio	train	<http://dbpedia.org/ontology/Organisation>
roy filosofo indiano fondatore indiano cercare religione roy riuscire ottenere azione diffusione fondare società dio unione parola filosofo islam semplice dialetto capo organizzazione filosofo	train	<http://dbpedia.org/ontology/Person>
division der divisione fanteria guerra mondiale venire fondare gennaio creazione division der russia controllo armata nord armata divisione russo divisione continuare combattere guerra armata rosso	train	<http://dbpedia.org/ontology/Organisation>
indonesia vettore aereo sede indonesia specializzare operazione servizio gestione aereo servizio trasporto passeggero industria costruzione indonesia area occupare aereo volo servizio medico base principale aeroporto internazionale indonesia categoria aviazione civile qualità sicurezza aereo indonesia cinque compagnia aereo europa indonesia	train	<http://dbpedia.org/ontology/Organisation>
competizione giochi xvii olimpiade svolgere agosto settembre bacino lago melbourne disputare evento maschile	train	<http://dbpedia.org/ontology/Event>
virginia slims of torneo femminile tennis giocare disputare lake city usa campo cemento	train	<http://dbpedia.org/ontology/Event>
comune tedesco abitante situare land settanta corso comune comune comune precisamente gennaio aprile gennaio	train	<http://dbpedia.org/ontology/Place>
clube noto precedenza clube de società calcistico sede guinea giocare gara casalingo stadio	train	<http://dbpedia.org/ontology/Organisation>
comune francese abitante situare dipartimento regione nuova aquitania	train	<http://dbpedia.org/ontology/Place>
aprile politico francese ricoprire luglio ruolo	train	<http://dbpedia.org/ontology/Person>
gara tennis giochi olimpiade svolgere agosto barcellona assegnare medaglia specialità singolare maschile singolare femminile doppio maschile doppio femminile	train	<http://dbpedia.org/ontology/Event>
torre videogioco piattaforma sviluppare pubblicare distribuire europa america settentrionale gioco disponibile tramite nintendo	train	<http://dbpedia.org/ontology/Work>
operazione italiano operazione effettuare notte aprile aprile alleato italia settentrionale sud fiume territorio repubblica sociale italiano operazione ricordare unico guerra effettuare italia storia italiano	train	<http://dbpedia.org/ontology/Event>
blue sfida blue film dirigere film raccontare rivalità squadra università tenere acqua	train	<http://dbpedia.org/ontology/Work>
musicale rock formare jugoslavia croazia nome band ovvero croato nascere commedia poeta supportare band testo fase particolare membro band descrivere punk music testo causa testo particolare band raggiungere notorietà rimare critico mantenere piccolo band morte cantante importante carriera attivo fedele ideale membro band apparire festival agosto band croato presente serbia guerra origine band riunire evento speciale membro attuale band bruno basso chitarra batteria	train	<http://dbpedia.org/ontology/Organisation>
canada situare provincia canadese abitante quarto dimensione provincia situare sud orientale km centro commerciale industriale punto regione situare montagna attraversare fiume	train	<http://dbpedia.org/ontology/Place>
nascere jones noto gennaio membro famiglia reale britannico moglie principe conte	train	<http://dbpedia.org/ontology/Person>
agosto giocatore football americano statunitense giocare ruolo end new england national football league scegliere assoluto nfl chicago college giocare football	train	<http://dbpedia.org/ontology/Person>
contea inglese county contea illinois uniti popolazione censimento abitante capoluogo contea	train	<http://dbpedia.org/ontology/Place>
gran premio belgio svolgere domenica giugno circuito gara vincere jack bruce mclaren gran storia formula gara perdere pilota chris uscire pista corso giro giro incidente alan pilota lotus prova entrambe giovane vittima grave incidente porre carriera	train	<http://dbpedia.org/ontology/Event>
distretto san juan de distretto perù provincia antonio regione abitante censimento istituire maggio	train	<http://dbpedia.org/ontology/Place>
febbraio australiano vincitrice medaglia oro gioco olimpico sydney	train	<http://dbpedia.org/ontology/Person>
the cortometraggio muto dirigere produrre cortometraggio distribuire settembre	train	<http://dbpedia.org/ontology/Work>
rock post fondare richard patrick chitarrista chitarrista	train	<http://dbpedia.org/ontology/Person>
tedesco comune repubblica ceco distretto regione	train	<http://dbpedia.org/ontology/Place>
france canale televisivo pubblico francese culturale	train	<http://dbpedia.org/ontology/Organisation>
villaggio parrocchia civile inghilterra appartenere contea isola	train	<http://dbpedia.org/ontology/Place>
ii romano restare servizio iv secolo proporre ii nome completo ii	train	<http://dbpedia.org/ontology/Organisation>
